Image,Name,employerprofile_ratingcontainer_n4hxe,jobcard_seolink_wdqhz_URL,jobcard_seolink_wdqhz,Location,Salary,Description,Salary1,jobcard_easyapply_eiob,Description2,Description3,jobcard_listingage_kuaxz
https://media.glassdoor.com/sql/5782/anz-squareLogo-1669659849155.png,ANZ Banking Group,4.0,"https://www.glassdoor.co.in/job-listing/data-analyst-anz-banking-group-JV_IC2940587_KO0,12_KE13,30.htm?jl=1009050511874",Data Analyst,Bengaluru,₹6L - ₹7L (Glassdoor Est.),"As a People Data Analyst, you will be responsible for supporting the delivery of people/HR reporting and analytics. Respond to ad hoc queries.…",(Glassdoor Est.),,Data,,2d
https://media.glassdoor.com/sql/13461/tata-consultancy-services-squareLogo-1634801936555.png,Tata Consultancy Services,3.8,"https://www.glassdoor.co.in/job-listing/data-scientist-tata-consultancy-services-JV_IC2940587_KO0,14_KE15,40.htm?jl=1008964402338",Data Scientist,Bengaluru,,Skill: Data scientist with good experience on modelling and data processing using scala spark/pyspark; Expert level knowledge of Python (for data science) ;……,,,Data,data,30d+
https://media.glassdoor.com/sql/35/american-express-squarelogo-1527106190059.png,Amex,4.2,"https://www.glassdoor.co.in/job-listing/analyst-data-analytics-amex-JV_IC2921225_KO0,22_KE23,27.htm?jl=1009043291806",Analyst - Data Analytics,Gurgaon,₹3L - ₹5L (Glassdoor Est.),This position is in the Marketing Analytics team supporting the ICS business team and is responsible for expanding and deepening relationships with customers……,(Glassdoor Est.),,,,9d
https://media.glassdoor.com/sql/5322973/hypersonix-launch-systems-squareLogo-1623200040428.png,Hypersonix,5.0,"https://www.glassdoor.co.in/job-listing/data-annotator-contractor-hypersonix-JV_KO0,25_KE26,36.htm?jl=1009001354914",Data Annotator - Contractor,Remote,,Hypersonix.ai has been built ground up with new age technology to simplify the consumption of data for our customers in various industry verticals.…,,,data,,30d+
https://media.glassdoor.com/sql/155577/ust-squareLogo-1687794678794.png,UST,4.0,"https://www.glassdoor.co.in/job-listing/associate-ii-data-science-ust-JV_IC2940587_KO0,25_KE26,29.htm?jl=1009048384881",Associate II - Data Science,Bengaluru,₹2L - ₹4L (Glassdoor Est.),"Data Analyst ""PowerBI/Tableau, SQL, Relational Data Base, Bachelor’s Degree in Computer Science, Data Analytics, Accounting or an equivalent amount of related……",(Glassdoor Est.),,Data,Data,4d
https://media.glassdoor.com/sql/100561/indeed-squareLogo-1671046570073.png,Indeed,4.2,"https://www.glassdoor.co.in/job-listing/data-scientist-matching-science-indeed-JV_KO0,31_KE32,38.htm?jl=1008999480098",Data Scientist - Matching Science,Remote,₹32L - ₹48L (Employer Est.),"1+ years of industry experience as a Software Engineer, Data Scientist, or Machine Learning Engineer. As a Data Scientist you will prepare datasets, train and……",(Employer Est.),Easy Apply,Data,Data,30d+
https://media.glassdoor.com/sql/683/united-airlines-squareLogo-1678822937602.png,United Airlines,3.9,"https://www.glassdoor.co.in/job-listing/associate-analyst-loyalty-data-united-airlines-JV_IC2921225_KO0,30_KE31,46.htm?jl=1009026068207",Associate Analyst - Loyalty Data,Gurgaon,₹8L - ₹10L (Glassdoor Est.),"As an Associate Analyst, you will complete data analytics projects that create customer strategies, sustainable revenue and share growth, efficiencies and cost……",(Glassdoor Est.),,data,,18d
https://media.glassdoor.com/sql/13461/tata-consultancy-services-squareLogo-1634801936555.png,Tata Consultancy Services,3.8,"https://www.glassdoor.co.in/job-listing/data-analytics-architect-tata-consultancy-services-JV_IC2851180_KO0,24_KE25,50.htm?jl=1009051367629",Data & Analytics Architect,Mumbai,₹2L - ₹9L (Glassdoor Est.),"Collaborates with users in projects and problem management to maintain, develop and deploy the best feasible and most cost efficient IS solutions/services for……",(Glassdoor Est.),,,,2d
https://media.glassdoor.com/sql/9079/google-squarelogo-1441130773284.png,Google,4.4,"https://www.glassdoor.co.in/job-listing/data-center-engineering-intern-winter-2024-google-JV_IC2851180_KO0,42_KE43,49.htm?jl=1009044107310","Data Center Engineering Intern, Winter 2024",Mumbai,,"Ability to understand and develop data center architectures, products, system design, operations, maintenance, and procedures.…",,,data,,8d
https://media.glassdoor.com/sql/8797/informatica-squarelogo-1495062404100.png,Informatica,3.9,"https://www.glassdoor.co.in/job-listing/member-data-science-informatica-JV_IC2940587_KO0,19_KE20,31.htm?jl=1009041222335",Member Data Science,Bengaluru,,"Enjoy playing with machine learning, Natural Language Processing, Data Science Tools and finding patterns in our customer data leveraging Generative AI and……",,,Data,Science,10d
https://media.glassdoor.com/sql/4571236/brave-ai-lab-squareLogo-1616215443306.png,Brave AI Lab,,"https://www.glassdoor.co.in/job-listing/data-science-intern-brave-ai-lab-JV_KO0,19_KE20,32.htm?jl=1008545454771",Data Science Intern,India,,Collaborate with multiple teams as a leader of quantitative analysis and where you develop solutions that utilize the highest standards of analytical rigor and……,,,,,30d+
,Shyam Engg,,"https://www.glassdoor.co.in/job-listing/data-science-intern-shyam-engg-JV_KO0,19_KE20,30.htm?jl=1009032375666",Data Science Intern,Delhi,₹13T - ₹17T (Employer Est.),Data Science expert with Good knowledge of Power BI and Excel. Total work: 1 year (Preferred).…,(Employer Est.),Easy Apply,Data,Science,15d
https://media.glassdoor.com/sql/494044/softweb-solutions-squarelogo.png,Softweb Solutions,4.0,"https://www.glassdoor.co.in/job-listing/data-science-softweb-solutions-JV_IC2935226_KO0,12_KE13,30.htm?jl=1008779083041",Data Science,Ahmedabad,₹3L - ₹6L (Glassdoor Est.),"AI, ML, Deep learning, Computer Vision, NLP Skills. Python/R Scripting Experience(Must). Any Cloud Experience (Azure/AWS/GCP).…",(Glassdoor Est.),,,,30d+
,Bullsmart,,"https://www.glassdoor.co.in/job-listing/data-scientist-bullsmart-JV_IC2940587_KO0,14_KE15,24.htm?jl=1009034163306",Data Scientist,Bengaluru,₹22L - ₹40L (Employer Est.),Stay up to date on cutting-edge data science techniques and tools. Experience working with diverse data sources and platforms. Post paid SIM card provided.…,(Employer Est.),,data,science,13d
https://media.glassdoor.com/sql/1549807/educate-girls-squarelogo-1530804000591.png,Educate Girls,3.8,"https://www.glassdoor.co.in/job-listing/data-analyst-educate-girls-JV_IC2942216_KO0,12_KE13,26.htm?jl=1008886620543",Data Analyst,Jaipur,₹9L (Employer Est.),Minimum 3 years of relevant work experience data analytics/data visualization/ data. Design and analyze data in relational databases.…,(Employer Est.),,data,data,30d+
,Academy of Professional Learning & Certification,,"https://www.glassdoor.co.in/job-listing/data-science-instructor-academy-of-professional-learning-certification-JV_KO0,23_KE24,70.htm?jl=1009047185908",Data Science Instructor,Remote,₹5L - ₹18L (Employer Est.),"A bachelor's degree or higher in computer science, data analytics, or a related field. As a trainer, you will be responsible for leading data analytics training……",(Employer Est.),Easy Apply,science,data,5d
https://media.glassdoor.com/sql/1815446/toolyt-squarelogo-1526892231493.png,Toolyt,4.8,"https://www.glassdoor.co.in/job-listing/data-analyst-toolyt-JV_IC2942216_KO0,12_KE13,19.htm?jl=1009027967960",Data Analyst,Jaipur,₹35T - ₹45T (Employer Est.),"The successful candidate will turn data into information, information into insight and insight into business decisions. Analyze and organize raw data.…",(Employer Est.),Easy Apply,data,data,17d
,Dhruvon Technology Pvt Ltd,,"https://www.glassdoor.co.in/job-listing/online-teacher-for-data-science-machine-learning-with-python-dhruvon-technology-pvt-ltd-JV_KO0,60_KE61,87.htm?jl=1009035082632",Online teacher For Data science/Machine learning with Python,Remote,₹25T - ₹50T (Employer Est.),"As an online coding teacher, your responsibility would be teaching Data Science and Machine learning with Python Online Coding Tutor with key skills of-.…",(Employer Est.),Easy Apply,Data,Science,13d
,Unpadh Private Limited,,"https://www.glassdoor.co.in/job-listing/data-science-teacher-unpadh-private-limited-JV_KO0,20_KE21,43.htm?jl=1009041936020",Data Science Teacher,Remote,"₹2,500.00 Per hour (Employer Est.)","Keep abreast of advancements in data science, technology, and industry practices to ensure the curriculum remains relevant and up-to-date.…",(Employer Est.),Easy Apply,data,science,9d
https://media.glassdoor.com/sql/2016686/windmill-smart-solutions-squareLogo-1634902103500.png,Windmill Smart Solutions,3.5,"https://www.glassdoor.co.in/job-listing/data-scientist-windmill-smart-solutions-JV_KO0,14_KE15,39.htm?jl=1009047627659",Data Scientist,Remote,,Business Acumen: Understanding of business concepts and the ability to align data science solutions with business objectives.…,,Easy Apply,data,science,4d
,Gabit,,"https://www.glassdoor.co.in/job-listing/data-analyst-gabit-JV_IC2921225_KO0,12_KE13,18.htm?jl=1009023405104",Data Analyst,Gurgaon,₹10L - ₹15L (Employer Est.),"Work closely with other departments to address data-related inquiries and provide analytical support. Collect and compile data from diverse sources, ensuring……",(Employer Est.),Easy Apply,data,,20d
,RP2,,"https://www.glassdoor.co.in/job-listing/data-science-intern-rp2-JV_IC2887994_KO0,19_KE20,23.htm?jl=1009051595991",Data Science Intern,Cochin,,Experiences you gain in this internship will help you ascertain applicability of various techniques /algorithms to various use cases.…,,Easy Apply,,,2d
,OpsFree,,"https://www.glassdoor.co.in/job-listing/data-science-intern-opsfree-JV_IC2935226_KO0,19_KE20,27.htm?jl=1009043590494",Data Science Intern,Ahmedabad,₹5T - ₹10T (Employer Est.),Support the team in developing data-driven solutions that address specific business challenges. Collaborate with the data science team to understand business……,(Employer Est.),Easy Apply,data,science,8d
https://media.glassdoor.com/sql/2536419/citylink-technology-solutions-squarelogo-1647420328651.png,CityLink Technology Solutions,3.7,"https://www.glassdoor.co.in/job-listing/data-scientist-citylink-technology-solutions-JV_IC2856202_KO0,14_KE15,44.htm?jl=1007446704042",Data Scientist,Pune,₹4L - ₹8L (Glassdoor Est.),Present information using data visualization techniques. Propose solutions and strategies to business challenges. Combine models through ensemble modeling.…,(Glassdoor Est.),,data,,30d+
https://media.glassdoor.com/sql/800892/diverse-infotech-squarelogo-1541760694265.png,Diverse Infotech,,"https://www.glassdoor.co.in/job-listing/data-science-analytics-diverse-infotech-JV_IC2921225_KO0,22_KE23,39.htm?jl=1008500657362",Data Science Analytics,Gurgaon,₹3L - ₹8L (Glassdoor Est.),Data Science Analytics Diverse Infotech Pvt. Ltd. - Gurgaon Required Experience - 2+……,(Glassdoor Est.),,,,30d+
,Infowiz Software Solution,,"https://www.glassdoor.co.in/job-listing/data-science-infowiz-software-solution-JV_KO0,12_KE13,38.htm?jl=1008266495135",DATA SCIENCE,Chandigarh,₹10T - ₹30T (Employer Est.),Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.…,(Employer Est.),,data,,30d+
,Cloudastra Technologies,,"https://www.glassdoor.co.in/job-listing/data-scientist-cloudastra-technologies-JV_IC4477468_KO0,14_KE15,38.htm?jl=1009047511552",Data Scientist,Noida,,"Stay updated on industry trends and emerging technologies in data science. As a Data Scientist, you will play a crucial role in extracting valuable insights……",,Easy Apply,data,science,4d
,Hemocean outsourcing,,"https://www.glassdoor.co.in/job-listing/data-science-faculty-hemocean-outsourcing-JV_IC2876676_KO0,20_KE21,41.htm?jl=1009052371942",Data Science -Faculty,Indore,₹31T - ₹81T (Employer Est.),Create excellent student learning experience. Delivery of sessions on syllabus as per university norms. Managing student discipline and learning experience.…,(Employer Est.),Easy Apply,,,24h
https://media.glassdoor.com/sql/529050/globussoft-squarelogo.png,Globussoft Technologies,4.5,"https://www.glassdoor.co.in/job-listing/data-science-globussoft-technologies-JV_KO0,12_KE13,36.htm?jl=1007982852052",Data Science,India,₹4L (Employer Est.),Develop custom data models and algorithms to apply to data sets. Extending company’s data with third party sources of information when needed.…,(Employer Est.),,data,data,30d+
https://media.glassdoor.com/sql/307/halliburton-squarelogo-1579035321631.png,Halliburton,3.7,"https://www.glassdoor.co.in/job-listing/tech-prof-data-science-assoc-halliburton-JV_IC2940587_KO0,28_KE29,40.htm?jl=1009040947561","Tech Prof-Data Science, Assoc",Bengaluru,₹9L (Glassdoor Est.),"A Data Scientist will collaborate to obtain data from sources, complete data clean up and build a data dictionary under guidance.…",(Glassdoor Est.),,Data,data,10d
https://media.glassdoor.com/sql/5006861/rarr-technologies-squareLogo-1665047411733.png,RARR Technologies Pvt Ltd,4.7,"https://www.glassdoor.co.in/job-listing/specialist-data-sciences-rarr-technologies-pvt-ltd-JV_KO0,24_KE25,50.htm?jl=1009048868062",Specialist- Data Sciences,Remote,₹52L (Employer Est.),Analyze and investigate possible solutions to meet the customer s business and technical requirements. Produce professional high-level solution descriptions and……,(Employer Est.),,,,3d
,Elogix Software,,"https://www.glassdoor.co.in/job-listing/jr-data-science-engineer-elogix-software-JV_IC2921225_KO0,24_KE25,40.htm?jl=1008692090192",Jr Data Science Engineer,Gurgaon,₹4L - ₹6L (Glassdoor Est.),Finding data sources and automating the data collection process. Performing data pre-processing on both structured and unstructured data.…,(Glassdoor Est.),,data,data,30d+
https://media.glassdoor.com/sql/753523/commerceiq-squareLogo-1686777516381.png,CommerceIQ,3.1,"https://www.glassdoor.co.in/job-listing/data-scientist-1-commerceiq-JV_IC2940587_KO0,16_KE17,27.htm?jl=1008991318008",Data Scientist 1,Bengaluru,₹3L (Glassdoor Est.),"Understand the business problem and provide data science solutions. Continued acceleration of our growth is fueled by landing new customers, expanding our……",(Glassdoor Est.),Easy Apply,data,science,30d+
https://media.glassdoor.com/sql/532789/eie-instruments-squarelogo-1541071613496.png,EIE Instruments,3.9,"https://www.glassdoor.co.in/job-listing/data-analyst-eie-instruments-JV_IC2935226_KO0,12_KE13,28.htm?jl=1009050486595",Data Analyst,Ahmedabad,₹15T - ₹20T (Employer Est.),Experience in a job that involves working with data. Get data from different places and make sure it's clean and ready to use.…,(Employer Est.),,data,data,2d
https://media.glassdoor.com/sql/1704481/trukky-squarelogo-1637326093410.png,Trukky Logistics,,"https://www.glassdoor.co.in/job-listing/data-science-internship-trukky-logistics-JV_IC2921225_KO0,23_KE24,40.htm?jl=1007972288695",Data science internship,Gurgaon,,"ROLE Data science internship DEPARTMENT Tech Drop us an email at careers@trukky.com. We’ll be happy to hear from you. Alternatively, choose from our list of……",,,,,30d+
https://media.glassdoor.com/sql/5956275/infifresh-foods-squarelogo-1646314149864.png,Infifresh Foods,3.6,"https://www.glassdoor.co.in/job-listing/data-analyst-infifresh-foods-JV_IC2940587_KO0,12_KE13,28.htm?jl=1009025485307",Data Analyst,Bengaluru,₹9L - ₹10L (Glassdoor Est.),Merge and consolidate data from various sources to support business decision-making. Design and maintain efficient data pipelines for data extraction and……,(Glassdoor Est.),,data,data,19d
,Hotspot Retail,,"https://www.glassdoor.co.in/job-listing/data-analyst-hotspot-retail-JV_KO0,12_KE13,27.htm?jl=1009022073643",Data Analyst,Remote,₹20L - ₹50L (Employer Est.),Stay abreast of industry trends and advancements in data science to drive continuous improvement. Collaborate with cross-functional teams to understand business……,(Employer Est.),Easy Apply,data,science,21d
,SmartHelio,,"https://www.glassdoor.co.in/job-listing/data-scientist-smarthelio-JV_IC2891681_KO0,14_KE15,25.htm?jl=1008904848764",Data Scientist,New Delhi,₹3L - ₹7L (Glassdoor Est.),Join our team as an experienced data scientist with a passion for tackling complex challenges in clean tech and climate science. If you’re also enthusiastic……,(Glassdoor Est.),,,,30d+
https://media.glassdoor.com/sql/3076/abb-squarelogo-1511427157874.png,ABB,4.1,"https://www.glassdoor.co.in/job-listing/data-science-ai-specialist-abb-JV_IC2940587_KO0,26_KE27,30.htm?jl=1009046626449",Data Science & AI Specialist,Bengaluru,₹7L - ₹9L (Glassdoor Est.),"Based on its deep domain knowledge, experience and expertise in delivering world-class automation products, systems and solutions, a wide area of complimenting……",(Glassdoor Est.),,,,5d
https://media.glassdoor.com/sql/38320/bharti-airtel-squareLogo-1701243545723.png,Airtel India,4.1,"https://www.glassdoor.co.in/job-listing/data-analyst-airtel-india-JV_IC2921225_KO0,12_KE13,25.htm?jl=1008875230412",Data Analyst,Gurgaon,₹4L - ₹6L (Glassdoor Est.),We as an Organization strongly believe in data driven decision making and thrive on solving complex business problems with Analytics & Data Science.…,(Glassdoor Est.),,data,Data,30d+
https://media.glassdoor.com/sql/3071917/imurgence-squarelogo-1580213236590.png,Imurgence,4.0,"https://www.glassdoor.co.in/job-listing/junior-data-science-team-member-imurgence-JV_KO0,31_KE32,41.htm?jl=1006224512435",Junior Data Science Team Member,India,,"Alternatively, an extraordinary curiosity about business and industry. Discuss, brainstorm on new modules with the senior team, write business logic with……",,,,,30d+
https://media.glassdoor.com/sql/3273276/nangia-and-co-squareLogo-1689750943261.png,Nangia & Co LLP,,"https://www.glassdoor.co.in/job-listing/data-analyst-nangia-co-llp-JV_IC2833209_KO0,12_KE13,26.htm?jl=1009050616562",Data Analyst,Chennai,₹2L - ₹5L (Glassdoor Est.),"Postgraduate in Econometrics, Economics, Statistics, Computer Science or related field from a recognized institution.…",(Glassdoor Est.),,Science,,2d
https://media.glassdoor.com/sql/4918148/metyis-squareLogo-1632853789470.png,Metyis,3.7,"https://www.glassdoor.co.in/job-listing/data-science-associate-metyis-JV_IC2940587_KO0,22_KE23,29.htm?jl=1008993184638",Data Science Associate,Bengaluru,₹8L - ₹9L (Glassdoor Est.),"Education: Graduate degree or higher with courses in programming, econometrics / data science. Independently execute data science projects for our clients.…",(Glassdoor Est.),,data,science,30d+
,Blue Data Consulting,,"https://www.glassdoor.co.in/job-listing/data-science-trainer-blue-data-consulting-JV_KO0,20_KE21,41.htm?jl=1009050205427",Data Science Trainer,Delhi,₹45T - ₹70T (Employer Est.),"As a Data Science Trainer, you will be responsible for designing, developing, and delivering training programs focused on data science concepts.…",(Employer Est.),Easy Apply,Data,Science,3d
https://media.glassdoor.com/sql/615153/xpo-logistics-squarelogo-1604410310156.png,XPO,3.5,"https://www.glassdoor.co.in/job-listing/scientist-data-science-xpo-JV_KO0,22_KE23,26.htm?jl=1009010703697","Scientist, Data Science",Telangana,,"Minimum Required Experience: Minimum 2 years' experience in delivering business solutions that rely on data science, data analytics, business intelligence, data……",,,data,science,27d
https://media.glassdoor.com/sql/2883495/idfc-first-bank-squareLogo-1644567256916.png,IDFC FIRST Bank,4.1,"https://www.glassdoor.co.in/job-listing/data-scientist-cx-analytics-idfc-first-bank-JV_IC2851180_KO0,27_KE28,43.htm?jl=1009028075094",Data Scientist-Cx Analytics,Mumbai,₹9L (Glassdoor Est.),Able to understand business perspective and proactively identify solutions with business problem of ensuring best customer experience.…,(Glassdoor Est.),,,,17d
https://media.glassdoor.com/sql/681599/c2fo-squareLogo-1682484500559.png,C2FO ITPL,4.0,"https://www.glassdoor.co.in/job-listing/data-specialist-c2fo-itpl-JV_IC4477468_KO0,15_KE16,25.htm?jl=1009047181442",Data Specialist,Noida,₹4L - ₹5L (Glassdoor Est.),"The D&DS team is responsible for C2FO’s end-to-end data solutions, focusing on data architectures, data science and machine learning, business intelligence and……",(Glassdoor Est.),Easy Apply,data,data,5d
https://media.glassdoor.com/sql/1451768/xitadel-squarelogo-1584441087481.png,Xitadel,3.9,"https://www.glassdoor.co.in/job-listing/data-science-xitadel-JV_IC2940587_KO0,12_KE13,20.htm?jl=1007434506616",Data Science,Bengaluru,₹5L - ₹8L (Glassdoor Est.),"Familiarity with Deep Learning frameworks such as Tensorflow and PyTorch, and strong experience in at least one of those for Image Classification & Object……",(Glassdoor Est.),,,,30d+
https://media.glassdoor.com/sql/1503575/skillate-squarelogo-1515402814473.png,Starmark Software,4.8,"https://www.glassdoor.co.in/job-listing/data-analyst-vit00741-starmark-software-JV_IC2940587_KO0,21_KE22,39.htm?jl=1009037496560",Data Analyst (VIT00741),Bengaluru,₹3L - ₹7L (Glassdoor Est.),Industry and Academic Awareness: Stays up-to-date with the latest developments in around data analysis and associated technologies in both academia and industry……,(Glassdoor Est.),,data,,11d
https://media.glassdoor.com/sql/1521903/merilytics-squareLogo-1683610108182.png,Merilytics,,"https://www.glassdoor.co.in/job-listing/analyst-data-science-merilytics-JV_IC2865319_KO0,20_KE21,31.htm?jl=1008267653442",Analyst - Data Science,Hyderābād,₹9L - ₹10L (Glassdoor Est.),"As a member of the Data Science team, You will need to leverage your expertise in advanced analytics and work closely with our technical team and core business……",(Glassdoor Est.),,Data,Science,30d+
,Hotspot Retail,,"https://www.glassdoor.co.in/job-listing/data-scientist-hotspot-retail-JV_KO0,14_KE15,29.htm?jl=1009022353435",Data Scientist,Remote,₹20L - ₹50L (Employer Est.),Mentor junior members of the data science team and contribute to knowledge sharing within the organization. 6-10 years of hands-on experience in a data science……,(Employer Est.),Easy Apply,data,science,20d
https://media.glassdoor.com/sql/1737/oracle-squarelogo-1570718316042.png,Oracle,3.9,"https://www.glassdoor.co.in/job-listing/data-scientist-oracle-JV_IC2940587_KO0,14_KE15,21.htm?jl=1008989207656",Data Scientist,Bengaluru,₹5L - ₹8L (Glassdoor Est.),"Identifies meaningful insights from large data and metadata sources; interprets and communicates insights and findings from analysis and experiments to product,……",(Glassdoor Est.),,data,,30d+
,Nlineaxis,,"https://www.glassdoor.co.in/job-listing/sql-data-analyst-nlineaxis-JV_IC2942216_KO0,16_KE17,26.htm?jl=1008964900904",SQL Data Analyst,Jaipur,₹7L - ₹10L (Employer Est.),"Connect Power BI / Viz tool to different data sources, import data and transform data. Adept in developing, publishing and scheduling Power BI reports and to……",(Employer Est.),Easy Apply,data,data,30d+
